'ICD-9-CM CODE','ICD-9-CM CODE DESCRIPTION','CATEGORY DESCRIPTION','BODY SYSTEM'
'99569',"ANAPHYLACTIC SHOCK-OTH SPEC FOOD (Begin 1993)",'0','17'
'9957 ',"OTHER ADVERSE FOOD REACTIONS NEC (Begin 2000)",'0','17'
'99580',"ADULT ABUSE NOS (Begin 1996)",'0','17'
'99581',"ADULT MALTREATMENT SYND",'0','17'
'99582',"ADULT PSYCH ABUSE (Begin 1996)",'0','17'
'99583',"ADULT SEX ABUSE (Begin 1996)",'0','17'
'99584',"ADULT NEGLECT (Begin 1996)",'0','17'
'99585',"OTHER ADULT ABUSE (Begin 1996)",'0','17'
'99586',"MALIGNANT HYPERTHERMIA (Begin 1998)",'0','17'
'99589',"ADVERSE EFFECT NEC",'0','17'
'99590',"SYSTEMIC INFLAM RESPONSE SYNDRO UNSPEC (Begin 2002)",'0','17'
'99591',"SYS INFLAM / INFECTI W/O ORGAN DYSFUNC (Begin 2002)",'0','17'
'99592',"SYS INFLAM / INFECTI W ORGAN DYSFUNCTI (Begin 2002)",'0','17'
'99593',"SYS INFLAM / NON-INFECT W/O ORGAN DYSF (Begin 2002)",'0','17'
'99594',"SYS INFLAM / NON-INFECT W ORGAN DYSFUN (Begin 2002)",'0','17'
'99600',"MALFUNC CARD DEV/GRF NOS",'0','17'
'99601',"MALFUNC CARDIAC PACEMAKE",'0','17'
'99602',"MALFUNC PROSTH HRT VALVE",'0','17'
'99603',"MALFUNC CORON BYPASS GRF",'0','17'
'99604',"COMPLIC IMPLANT CARD DEFIB (Begin 1994)",'0','17'
'99609',"MALFUNC CARD DEV/GRF NEC",'0','17'
'9961 ',"MALFUNC VASC DEVICE/GRAF",'0','17'
'9962 ',"MALFUN NEURO DEVICE/GRAF",'0','17'
'99630',"MALFUNC GU DEV/GRAFT NOS",'0','17'
'99631',"MALFUNC URETHRAL CATH",'0','17'
'99632',"MALFUNCTION IUD",'0','17'
'99639',"MALFUNC GU DEV/GRAFT NEC",'0','17'
'9964 ',"MALF INT ORTHPED DEV/GRF  (End 2005)",'0','17'
'99640',"CMP INT ORTH DEV/GFT NOS (Begin 2005)",'0','17'
'99641',"MECH LOOSENING PROS JT (Begin 2005)",'0','17'
'99642',"DISLOCATE PROSTHETIC JT (Begin 2005)",'0','17'
'99643',"PROSTHTC JT IMPLANT FAIL (Begin 2005)",'0','17'
'99644',"PERIPROSTHETC FX-PROS JT (Begin 2005)",'0','17'
'99645',"PERIPROSTHETC OSTEOLYSIS (Begin 2005)",'0','17'
'99646',"ARTICULAR WEAR PROSTH JT (Begin 2005)",'0','17'
'99647',"MECH COM PROS JT IMPLANT (Begin 2005)",'0','17'
'99649',"MECH COM ORTH DEV NEC (Begin 2005)",'0','17'
'99651',"CORNEAL GRFT MALFUNCTION (Begin 1987)",'0','17'
'99652',"OTH TISSUE GRAFT MALFUNC (Begin 1987)",'0','17'
'99653',"LENS PROSTHESIS MALFUNC (Begin 1987)",'0','17'
'99654',"BREAST PROSTH MALFUNC (Begin 1987)",'0','17'
'99655',"MECH COMPL ARTIF SKIN (Begin 1998)",'0','17'
'99656',"MECH COMPL PERITON DIALY (Begin 1998)",'0','17'
'99657',"COMPLICATION- DUE TO INSULIN (Begin 2003)",'0','17'
'99659',"MALFUNC OTH DEVICE/GRAFT (Begin 1987)",'0','17'
'9966 ',"INFEC/INFLAM-DEVIC/GRAFT (Begin 1980 End 1989)",'0','17'
'99660',"REACTION-UNSP DEVIC/GRFT (Begin 1989)",'0','17'
'99661',"REACT-CARDIAC DEV/GRAFT (Begin 1989)",'0','17'
'99662',"REACT-OTH VASC DEV/GRAFT (Begin 1989)",'0','17'
'99663',"REACT-NERV SYS DEV/GRAFT (Begin 1989)",'0','17'
'99664',"REACT-INDWELL URIN CATH (Begin 1989)",'0','17'
'99665',"REACT-OTH GENITOURIN DEV (Begin 1989)",'0','17'
'99666',"REACT-INTER JOINT PROST (Begin 1989)",'0','17'
'99667',"REACT-OTH INT ORTHO DEV (Begin 1989)",'0','17'
'99668',"INFXN PERITON DIALY CATHET (Begin 1998)",'0','17'
'99669',"REACT-INT PROS DEVIC NEC (Begin 1989)",'0','17'
'9967 ',"COMPLIC DEVICE/GRAFT NEC (Begin 1980 End 1989)",'0','17'
'99670',"COMP-UNSP DEVICE/GRAFT (Begin 1989)",'0','17'
'99671',"COMP-HEART VALVE PROSTH (Begin 1989)",'0','17'
'99672',"COMP-OTH CARDIAC DEVICE (Begin 1989)",'0','17'
'99673',"COMP-REN DIALYS DEV/GRFT (Begin 1989)",'1','17'
'99674',"COMP-OTH VASC DEV/GRAFT (Begin 1989)",'0','17'
'99675',"COMP-NERV SYS DEV/GRAFT (Begin 1989)",'0','17'
'99676',"COMP-GENITOURIN DEV/GRFT (Begin 1989)",'0','17'
'99677',"COMP-INTERNAL JOINT PROS (Begin 1989)",'0','17'
'99678',"COMP-OTH INT ORTHO DEVIC (Begin 1989)",'0','17'
'99679',"COMP-INT PROST DEVIC NEC (Begin 1989)",'0','17'
'99680',"COMP ORGAN TRANSPLNT NOS (Begin 1987)",'0','17'
'99681',"COMPL KIDNEY TRANSPLANT (Begin 1987)",'1','17'
'99682',"COMPL LIVER TRANSPLANT (Begin 1987)",'0','17'
'99683',"COMPL HEART TRANSPLANT (Begin 1987)",'0','17'
'99684',"COMPL LUNG TRANSPLANT (Begin 1987)",'0','17'
'99685',"COMPL MARROW TRANSPLANT (Begin 1990)",'0','17'
'99686',"COMPL PANCREAS TRANSPLNT (Begin 1987)",'0','17'
'99687',"COMPL INTESTINE TRANSPNT (Begin 2000)",'0','17'
'99688',"Comp tp organ-stem cell (begin 2011)",'1','17'
'99689',"COMP OTH ORGAN TRANSPLNT (Begin 1987)",'0','17'
'99690',"COMP REATTACH EXTREM NOS",'0','17'
'99691',"COMPL REATTACHED FOREARM",'0','17'
'99692',"COMPL REATTACHED HAND",'0','17'
'99693',"COMPL REATTACHED FINGER",'0','17'
'99694',"COMPL REATTACHED ARM NEC",'0','17'
'99695',"COMPL REATTACHED FOOT",'0','17'
'99696',"COMPL REATTACHED LEG NEC",'0','17'
'99699',"COMPL REATTACH PART NEC",'0','17'
'9970 ',"SURG COMPLICATION-CNS  (End 1995)",'0','17'
'99700',"NERV SYS CX NOS (Begin 1995)",'0','17'
'99701',"CNS CX (Begin 1995)",'0','17'
'99702',"POSTOP STROKE (Begin 1995)",'0','17'
'99709',"OTH NERV SYS CX (Begin 1995)",'0','17'
'9971 ',"SURG COMPL-HEART",'0','17'
'9972 ',"SURG COMP-PERI VASC SYST",'0','17'
'9973 ',"SURG COMPLIC-RESPIR SYST (end 2008)",'0','17'
'99731',"VENTLTR ASSOC PNEUMONIA (begin 2008)",'0','17'
'99732',"Postproc aspiration pneu (begin 2011)",'0','17'
'99739',"RESPIRATORY COMP NEC (begin 2008)",'0','17'
'9974 ',"SURG COMPLIC-GI TRACT (end 2011)",'0','17'
'99741',"Ret cholelh fol cholecys (begin 2011)",'0','17'
'99749',"Oth digestv system comp (begin 2011)",'0','17'
'9975 ',"SURG COMPL-URINARY TRACT",'0','17'
'99760',"LATE AMPUTAT COMPLIC NOS",'0','17'
'99761',"NEUROMA AMPUTATION STUMP",'0','17'
'99762',"INFECTION AMPUTAT STUMP",'0','17'
'99769',"LATE AMPUTAT COMPLIC NEC",'0','17'
'99771',"VASCULAR CX MESENTERIC ARTERY (Begin 2001)",'0','17'
'99772',"VASCULAR CX RENAL ARTERY (Begin 2001)",'0','17'
'99779',"VASCULAR CX OTHER VESSELS (Begin 2001)",'0','17'
'9979 ',"SURG COMPL-BODY SYST NEC  (End 1995)",'0','17'
'99791',"HTN AS COMPLIC (Begin 1995)",'0','17'
'99799',"OTH COMPLIC NOS (Begin 1995)",'0','17'
'9980 ',"POSTOPERATIVE SHOCK (end 2011)",'0','17'
'99800',"Postoperative shock NOS (begin 2011)",'0','17'
'99801',"Postop shockcardiogenic (begin 2011)",'0','17'
'99802',"Postop shock septic (begin 2011)",'0','17'
'99809',"Postop shock other (begin 2011)",'0','17'
'9981 ',"HEMORR COMPLIC PROCEDURE  (End 1996)",'0','17'
'99811',"HEMORR AS PROC CX (Begin 1996)",'0','17'
'99812',"HEMATOMA PROC CX (Begin 1996)",'0','17'
'99813',"SEROMA PROC CX (Begin 1996)",'0','17'
'9982 ',"ACCIDENTAL OP LACERATION",'0','17'
'9983 ',"POSTOP WOUND DISRUPTION  (End 2002)",'0','17'
'99830',"WOUND DISRUPTION NOS (begin 2008)",'0','17'
'99831',"DISRUPTION OF INTERNAL OPER WOUND (Begin 2002)",'0','17'
'99832',"DISRUPTION OF EXTERNAL OPER WOUND (Begin 2002)",'0','17'
'99833',"DISRPT TRAUMA WOUND REPR (begin 2008)",'0','17'
'9984 ',"FB LEFT DURING PROCEDURE",'0','17'
'9985 ',"POSTOPERATIVE INFECTION  (End 1996)",'0','17'
'99851',"INFECTED POSTOP SEROMA (Begin 1996)",'0','17'
'99859',"OTH POSTOP INFECTION (Begin 1996)",'0','17'
'9986 ',"PERSIST POSTOP FISTULA",'0','17'
'9987 ',"POSTOP FORGN SUBST REACT",'0','17'
'9988 ',"SURGICAL COMPLICAT NEC  (End 1994)",'0','17'
'99881',"SUBQ EMPHYSEMA FROM PROC (Begin 1994)",'0','17'
'99882',"CATARACT FRGMTS AFTER SURGERY (Begin 1994)",'0','17'
'99883',"NONHEALING SURG WND (Begin 1996)",'0','17'
'99889',"OTHER COMPLIC NEC (Begin 1994)",'0','17'
'9989 ',"SURGICAL COMPLICAT NOS",'0','17'
'9990 ',"GENERALIZED VACCINIA",'0','17'
'9991 ',"AIR EMBOL COMP MED CARE",'0','17'
'9992 ',"VASC COMP MED CARE NEC",'0','17'
'9993 ',"INFEC COMPL MED CARE NEC (End 2007)",'0','17'
'99931',"INFECT D/T CENT VEN CATH (Begin 2007)",'0','17'
'99932',"Blood inf dt cen ven cth (begin 2011)",'0','17'
'99933',"Lcl inf dt cen ven cth (begin 2011)",'0','17'
'99934',"Ac inf fol transinf bld (begin 2011)",'0','17'
'99939',"INFECT FOL INFUS/INJ/VAC (Begin 2007)",'0','17'
'9994 ',"ANAPHYLACTIC SHOCK-SERUM (end 2011)",'0','17'
'99941',"Anaphyl d/t adm bld/prod (begin 2011)",'0','17'
'99942',"Anaphyl react d/t vaccin (begin 2011)",'0','17'
'99949',"Anaph react d/t ot serum (begin 2011)",'0','17'
'9995 ',"SERUM REACTION NEC (end 2011)",'0','17'
'99951',"Ot serum react d/t blood (begin 2011)",'0','17'
'99952',"Ot serum react d/t vacc (begin 2011)",'0','17'
'99959',"Other serum reaction (begin 2011)",'0','17'
'9996 ',"ABO INCOMPATIBILITY REAC (end 2010)",'0','17'
'99960',"Abo incompat react NOS (begin 2010)",'0','17'
'99961',"Abo incomp/HTR NEC (begin 2010)",'0','17'
'99962',"Abo incompat/acute HTR (begin 2010)",'0','17'
'99963',"Abo incompat/delay HTR (begin 2010)",'0','17'
'99969',"Abo incompat reactn NEC (begin 2010)",'0','17'
'9997 ',"RH INCOMPATIBILITY REACT (end 2010)",'0','17'
'99970',"Rh incompat reaction NOS (begin 2010)",'0','17'
'99971',"Rh incomp/HTR NEC (begin 2010)",'0','17'
'99972',"Rh incompat/acute HTR (begin 2010)",'0','17'
'99973',"Rh incompat/delay HTR (begin 2010)",'0','17'
'99974',"Rh incompat reaction NEC (begin 2010)",'0','17'
'99975',"Non-abo incomp react NOS (begin 2010)",'0','17'
'99976',"Non-abo incomp/HTR NEC (begin 2010)",'0','17'
'99977',"Non-abo incomp/acute HTR (begin 2010)",'0','17'
'99978',"Non-abo incomp/delay HTR (begin 2010)",'0','17'
'99979',"Non-abo incomp react NEC (begin 2010)",'0','17'
'9998 ',"TRANSFUSION REACTION NEC (end 2008)",'0','17'
'99980',"Transfusion reaction NOS (begin 2010)",'0','17'
'99981',"EXTRAVSTN VESICANT CHEMO (begin 2008)",'1','17'
'99982',"EXTRAVASN VESICANT NEC (begin 2008)",'0','17'
'99983',"Hemolytc trans react NOS (begin 2010)",'0','17'
'99984',"Acute HTR NOS (begin 2010)",'0','17'
'99985',"Delayed HTR NOS (begin 2010)",'0','17'
'99988',"INFUSION REACTION NEC (begin 2008)",'0','17'
'99989',"TRANSFUSION REACTION NEC (begin 2008)",'0','17'
'9999 ',"COMPLIC MED CARE NEC/NOS",'0','17'
'V010 ',"CHOLERA CONTACT",'0','18'
'V011 ',"TUBERCULOSIS CONTACT",'0','18'
'V012 ',"POLIOMYELITIS CONTACT",'0','18'
'V013 ',"SMALLPOX CONTACT",'0','18'
'V014 ',"RUBELLA CONTACT",'0','18'
'V015 ',"RABIES CONTACT",'0','18'
'V016 ',"VENEREAL DIS CONTACT",'0','18'
'V017 ',"VIRAL DIS CONTACT NEC  (End 2004)",'0','18'
'V0171',"VARICELLA CONTACT/EXP (Begin 2004)",'0','18'
'V0179',"VIRAL DIS CONTACT NEC (Begin 2004)",'0','18'
'V018 ',"COMMUNIC DIS CONTACT NEC  (End 2002)",'0','18'
'V0181',"CONTACT/EXPOSURE COMMUN DIS ANTHRAX (Begin 2002)",'0','18'
'V0182',"EXPOSURE TO SARS-ASSOCIATED (Begin 2003)",'0','18'
'V0183',"E. COLI CONTACT/EXP (Begin 2004)",'0','18'
'V0184',"MENINGOCOCCUS CONTACT (Begin 2004)",'0','18'
'V0189',"CONTACT/EXPOSURE TO OTHR COMM DIS (Begin 2002)",'0','18'
'V019 ',"COMMUNIC DIS CONTACT NOS",'0','18'
'V020 ',"CHOLERA CARRIER",'0','18'
'V021 ',"TYPHOID CARRIER",'0','18'
'V022 ',"AMEBIASIS CARRIER",'0','18'
'V023 ',"GI PATHOGEN CARRIER NEC",'0','18'
'V024 ',"DIPHTHERIA CARRIER",'0','18'
'V025 ',"BACTERIA DIS CARRIER NEC  (End 1998)",'0','18'
'V0251',"CARRIER GRP B STREP (Begin 1998)",'0','18'
'V0252',"CARRIER OTH STREP (Begin 1998)",'0','18'
'V0253',"METH SUSC STAPH CARRIER (begin 2008)",'0','18'
'V0254',"METH RESIS STAPH CARRIER (begin 2008)",'0','18'
'V0259',"CARRIER OTH SPEC BACT DX (Begin 1998)",'0','18'
'V026 ',"VIRAL HEPATITIS CARRIER  (End 1997)",'0','18'
'V0260',"VIRAL HEPATITIS CARRIER UNSPEC (Begin 1997)",'0','18'
'V0261',"HEPATITIS B CARRIER (Begin 1997)",'0','18'
'V0262',"HEPATITIS C CARRIER (Begin 1997)",'0','18'
'V0269',"OT VIRAL HEPATITIS CARRIER (Begin 1997)",'0','18'
'V027 ',"GONORRHEA CARRIER",'0','18'
'V028 ',"VENEREAL DIS CARRIER NEC",'0','18'
'V029 ',"CARRIER NEC",'0','18'
'V030 ',"VACCIN FOR CHOLERA",'0','18'
'V031 ',"VACC-TYPHOID-PARATYPHOID",'0','18'
'V032 ',"VACCIN FOR TUBERCULOSIS",'0','18'
'V033 ',"VACCIN FOR PLAGUE",'0','18'
'V034 ',"VACCIN FOR TULAREMIA",'0','18'
'V035 ',"VACCIN FOR DIPHTHERIA",'0','18'
'V036 ',"VACCIN FOR PERTUSSIS",'0','18'
'V037 ',"TETANUS TOXOID INOCULAT",'0','18'
'V038 ',"VACCIN FOR BACT DIS NEC  (End 1994)",'0','18'
'V0381',"VACCIN FOR HEMOPH INFLUENZA (Begin 1994)",'0','18'
'V0382',"VACCIN FOR STREP PNEUMON (Begin 1994)",'0','18'
'V0389',"VACCIN FOR BACT DIS NEC (Begin 1994)",'0','18'
'V039 ',"VACCIN FOR BACT DIS NOS",'0','18'
'V040 ',"VACCIN FOR POLIOMYELITIS",'0','18'
'V041 ',"VACCIN FOR SMALLPOX",'0','18'
'V042 ',"VACCIN FOR MEASLES",'0','18'
'V043 ',"VACCIN FOR RUBELLA",'0','18'
'V044 ',"VACCIN FOR YELLOW FEVER",'0','18'
'V045 ',"VACCIN FOR RABIES",'0','18'
'V046 ',"VACCIN FOR MUMPS",'0','18'
'V047 ',"VACCIN FOR COMMON COLD",'0','18'
'V048 ',"VACCIN FOR OTH VIRAL DX  (End 2003)",'0','18'
'V0481',"VACCIN FOR INFLUENZA (Begin 2003)",'0','18'
'V0482',"VACCIN FOR RSV (Begin 2003)",'0','18'
'V0489',"VACCIN FOR VIRAL DX NOS (Begin 2003)",'0','18'
'V050 ',"ARBOVIRUS ENCEPH VACCIN",'0','18'
'V051 ',"VACC ARBOVIRAL DIS NEC",'0','18'
'V052 ',"VACCIN FOR LEISHMANIASIS",'0','18'
'V053 ',"VACCIN FOR VIRAL HEPATITIS (Begin 1993)",'0','18'
'V054 ',"VACCIN FOR VARICELLA (Begin 1993)",'0','18'
'V058 ',"VACCIN FOR DISEASE NEC",'0','18'
'V059 ',"VACCIN FOR SINGL DIS NOS",'0','18'
'V060 ',"VACCIN FOR CHOLERA + TAB",'0','18'
'V061 ',"VACCIN FOR DTP",'0','18'
'V062 ',"VACCIN FOR DTP + TAB",'0','18'
'V063 ',"VACCIN FOR DTP + POLIO",'0','18'
'V064 ',"VAC-MEASLE-MUMPS-RUBELLA",'0','18'
'V065 ',"VACCIN FOR TETANUS-DIPHTHERIA (Begin 1994)",'0','18'
'V066 ',"VACCIN FOR STREP PNEUMON & INFLU (Begin 1994)",'0','18'
'V068 ',"VAC-DIS COMBINATIONS NEC",'0','18'
'V069 ',"VAC-DIS COMBINATIONS NOS",'0','18'
'V070 ',"PROPHYLACTIC ISOLATION",'0','18'
'V071 ',"DESENSITIZA TO ALLERGENS",'0','18'
'V072 ',"PROPHYLACT IMMUNOTHERAPY",'0','18'
'V073 ',"PROPHYL CHEMOTHERAPY NEC  (End 1994)",'0','18'
'V0731',"PROPHYL FLUORIDE ADMIN (Begin 1994)",'0','18'
'V0739',"OTHER PROPHYLACTIC CHEMOTHERAPY (Begin 1994)",'0','18'
'V074 ',"POSTMENOPAUS HORMON REPL (Begin 1992)",'0','18'
'V0751',"PROPHYLACTIC USE SERMS (begin 2008)",'0','18'
'V0752',"PROPHYLACT USE AROMATASE (begin 2008)",'0','18'
'V0759',"PRPHYL OT AGNT AF ESTRGN (begin 2008)",'0','18'
'V078 ',"PROPHYLACTIC MEASURE NEC",'0','18'
'V079 ',"PROPHYLACTIC MEASURE NOS",'0','18'
'V08  ',"HIV POSITIVE NOS (Begin 1994)",'1','18'
'V090 ',"INFEC-PENICILLIN-RESIST ORGS (Begin 1993)",'0','18'
'V091 ',"INFEC-CEPHALOSPORIN-RESIST ORGS (Begin 1993)",'0','18'
'V092 ',"INFEC-MACROLIDES-RESIST ORGS (Begin 1993)",'0','18'
'V093 ',"INFEC-TETRACYCLINE-RESIST ORGS (Begin 1993)",'0','18'
'V094 ',"INFEC-AMINOGLYCOSIDE-RESIST ORGS (Begin 1993)",'0','18'
'V0950',"INFEC-UNRESIST TO MULT QUINOLONES (Begin 1993)",'0','18'
'V0951',"INFEC-MULT QUINOLONES-RESIST ORGS (Begin 1993)",'0','18'
'V096 ',"INFEC-SULFONAMIDES-RESIST ORGS (Begin 1993)",'0','18'
'V0970',"INFEC-NOT MULTI-ANTIMYCOBACT-RESIS (Begin 1993)",'0','18'
'V0971',"INFEC-MULTI-ANTIMYCOBAC-RESIS ORGS (Begin 1993)",'0','18'
'V0980',"INFEC-OTH ORGS NOT MULTIDRUG-RESIS (Begin 1993)",'0','18'
'V0981',"INFEC-OTH MULTI-DRUG-RESIST ORGS (Begin 1993)",'0','18'
'V0990',"INFEC-UNSP ORGS NOT MULTDRUG-RESIS (Begin 1993)",'0','18'
'V0991',"INFEC-UNSPEC MULTIDRUG-RESIST ORGS (Begin 1993)",'0','18'
'V1000',"HX OF GI MALIGNANCY NOS",'0','18'
'V1001',"HX OF TONGUE MALIGNANCY",'0','18'
'V1002',"HX-ORAL/PHARYNX MALG NEC",'0','18'
'V1003',"HX-ESOPHAGEAL MALIGNANCY",'0','18'
'V1004',"HX OF GASTRIC MALIGNANCY",'0','18'
'V1005',"HX OF COLONIC MALIGNANCY",'0','18'
'V1006',"HX-RECTAL & ANAL MALIGN",'0','18'
'V1007',"HX OF LIVER MALIGNANCY",'0','18'
'V1009',"HX OF GI MALIGNANCY NEC",'0','18'
'V1011',"HX-BRONCHOGENIC MALIGNAN",'0','18'
'V1012',"HX-TRACHEAL MALIGNANCY",'0','18'
'V1020',"HX-RESP ORG MALIGNAN NOS",'0','18'
'V1021',"HX-LARYNGEAL MALIGNANCY",'0','18'
'V1022',"HX-NOSE/EAR/SINUS MALIG",'0','18'
'V1029',"HX-INTRATHORACIC MAL NEC",'0','18'
'V103 ',"HX OF BREAST MALIGNANCY",'0','18'
'V1040',"HX-FEMALE GENIT MALG NOS",'0','18'
'V1041',"HX-CERVICAL MALIGNANCY",'0','18'
'V1042',"HX-UTERUS MALIGNANCY NEC",'0','18'
'V1043',"HX OF OVARIAN MALIGNANCY",'0','18'
'V1044',"HX-FEMALE GENIT MALG NEC",'0','18'
'V1045',"HX-MALE GENIT MALIG NOS",'0','18'
'V1046',"HX-PROSTATIC MALIGNANCY",'0','18'
'V1047',"HX-TESTICULAR MALIGNANCY",'0','18'
'V1048',"HX MALIG EPIDIDYMIS (Begin 1998)",'0','18'
'V1049',"HX-MALE GENIT MALIG NEC",'0','18'
'V1050',"HX-URINARY MALIGNAN NOS",'0','18'
'V1051',"HX OF BLADDER MALIGNANCY",'0','18'
'V1052',"HX OF KIDNEY MALIGNANCY",'0','18'
'V1053',"HX MALIGNANT NEOPLASM RENAL PELVIS (Begin 2001)",'0','18'
'V1059',"HX-URINARY MALIGNAN NEC",'0','18'
'V1060',"HX OF LEUKEMIA NOS",'0','18'
'V1061',"HX OF LYMPHOID LEUKEMIA",'0','18'
'V1062',"HX OF MYELOID LEUKEMIA",'0','18'
'V1063',"HX OF MONOCYTIC LEUKEMIA",'0','18'
'V1069',"HX OF LEUKEMIA NEC",'0','18'
'V1071',"HX-LYMPHOSARCOMA",'0','18'
'V1072',"'HX-HODGKIN'S DISEASE'",'0','18'
'V1079',"HX-LYMPHATIC MALIGN NEC",'0','18'
'V1081',"HX OF BONE MALIGNANCY",'0','18'
'V1082',"HX-MALIG SKIN MELANOMA",'0','18'
'V1083',"HX-SKIN MALIGNANCY NEC",'0','18'
'V1084',"HX OF EYE MALIGNANCY",'0','18'
'V1085',"HX OF BRAIN MALIGNANCY",'0','18'
'V1086',"HX-MALIGN NERVE SYST NEC",'0','18'
'V1087',"HX OF THYROID MALIGNANCY",'0','18'
'V1088',"HX-ENDOCRINE MALIGN NEC",'0','18'
'V1089',"HX OF MALIGNANCY NEC",'0','18'
'V109 ',"HX OF MALIGNANCY NOS (end 2009)",'0','18'
'V1090',"Hx malig neoplasm NOS (begin 2009)",'0','18'
'V1091',"Hx malig neuroendo tumor (begin 2009)",'0','18'
'V110 ',"HX OF SCHIZOPHRENIA",'0','18'
'V111 ',"HX OF AFFECTIVE DISORDER",'0','18'
'V112 ',"HX OF NEUROSIS",'0','18'
'V113 ',"HX OF ALCOHOLISM",'0','18'
'V114 ',"Hx combat/stress reactn (begin 2010)",'0','18'
'V118 ',"HX-MENTAL DISORDER NEC",'0','18'
'V119 ',"HX-MENTAL DISORDER NOS",'0','18'
'V120 ',"HX-INFECT/PARASITIC DIS  (End 1994)",'0','18'
'V1200',"HX INFECT PARASIT DX NOS (Begin 1994)",'0','18'
'V1201',"HX TUBERCULOSIS (Begin 1994)",'0','18'
'V1202',"HX POLIO (Begin 1994)",'0','18'
'V1203',"HX MALARIA (Begin 1994)",'0','18'
'V1204',"HX METHICLN RESIST STAPH (begin 2008)",'0','18'
'V1209',"HX OTHER INFECT PARASIT DX NEC (Begin 1994)",'0','18'
'V121 ',"HX-NUTRITION DEFICIENCY",'0','18'
'V122 ',"HX-ENDOCR/META/IMMUN DIS (end 2011)",'0','18'
'V1221',"Hx gestational diabetes (begin 2011)",'0','18'
'V1229',"Hx-endocr/meta/immun dis (begin 2011)",'0','18'
'V123 ',"HX-BLOOD DISEASES",'0','18'
'V124 ',"HX-NERV SYS/SENS ORG DIS  (End 1997)",'0','18'
'V1240',"PERS HX UNSPEC NERV SYS DX (Begin 1997)",'0','18'
'V1241',"PERS HX BENIGN NEOP BRAIN (Begin 1997)",'0','18'
'V1242',"PERSONL HX INFECTION CNS (Begin 2005)",'0','18'
'V1249',"PERS HX OT DIS NERV SYS (Begin 1997)",'0','18'
'V125 ',"HX-CIRCULATORY SYS DIS  (End 1995)",'0','18'
'V1250',"HX-CIRC DISORDER NOS (Begin 1995)",'0','18'
'V1251',"HX-VEN THROMBOSIS (Begin 1995)",'0','18'
'V1252',"HX-THROMBOPHLEBITIS (Begin 1995)",'0','18'
'V1253',"HX SUDDEN CARDIAC ARREST (Begin 2007)",'0','18'
'V1254',"HX TIA/STROKE W/O RESID (Begin 2007)",'0','18'
'V1255',"Hx pulmonary embolism (begin 2011)",'0','18'
'V1259',"HX-CIRC DISORDER NEC (Begin 1995)",'0','18'
'V126 ',"HX-RESPIRATORY SYS DIS  (End 2005)",'0','18'
'V1260',"HX RESP SYSTEM DIS NOS (Begin 2005)",'0','18'
'V1261',"PRSNL HX RECUR PNEUMONIA (Begin 2005)",'0','18'
'V1269',"HX RESP SYSTEM DIS NEC (Begin 2005)",'0','18'
'V127 ',"HX OF GI DISEASE  (End 1994)",'0','18'
'V1270',"HX GI DX NOS (Begin 1994)",'0','18'
'V1271',"HX PEPTIC ULCER DX (Begin 1994)",'0','18'
'V1272',"HX COLONIC POLYPS (Begin 1994)",'0','18'
'V1279',"HX GI DX NEC (Begin 1994)",'0','18'
'V130 ',"HX-URINARY SYSTEM DISORD  (End 1994)",'0','18'
'V1300',"HX URINARY DX NOS (Begin 1994)",'0','18'
'V1301',"HX URINARY CALCULI (Begin 1994)",'0','18'
'V1302',"PERSONAL HISTORY UTI (Begin 2005)",'0','18'
'V1303',"PERSONL HX NEPHROTIC SYN (Begin 2005)",'0','18'
'V1309',"HC URINARY DX NEC (Begin 1994)",'0','18'
'V131 ',"HX-TROPHOBLASTIC DISEASE",'0','18'
'V132 ',"HX-GENITAL/OBSTETRIC DIS  (End 2002)",'0','18'
'V1321',"PERSONAL HISTORY OF PRE-TERM LABOR (Begin 2002)",'0','18'
'V1322',"HX OF CERVICAL DYSPLASIA (Begin 2007)",'0','18'
'V1323',"Hx vaginal dysplasia (begin 2010)",'0','18'
'V1324',"Hx vulvar dysplasia (begin 2010)",'0','18'
'V1329',"PER HIS OF OTHR GENITAL SYS/OB DISOR (Begin 2002)",'0','18'
'V133 ',"HX-SKIN/SUBCUTAN TIS DIS",'0','18'
'V134 ',"HX OF ARTHRITIS",'0','18'
'V135 ',"HX-MUSCULOSKELET DIS NEC (end 2008)",'0','18'
'V1351',"HX PATHOLOGICAL FRACTURE (begin 2008)",'0','18'
'V1352',"HX STRESS FRACTURE (begin 2008)",'0','18'
'V1359',"HX MUSCULOSKLETL DIS NEC (begin 2008)",'0','18'
'V136 ',"HX-CONGENITAL MALFORM  (End 1998)",'0','18'
'V1361',"HX HYPOSPADIAS (Begin 1998)",'0','18'
'V1362',"Hx-cong malform-gu (begin 2010)",'0','18'
'V1363',"Hx-cong malform-nervous (begin 2010)",'0','18'
'V1364',"Hx-cong malform-eyeface (begin 2010)",'0','18'
'V1365',"Hx-cong malform-heart (begin 2010)",'0','18'
'V1366',"Hx-cong malform-resp sys (begin 2010)",'0','18'
'V1367',"Hx-cong malform-digest (begin 2010)",'0','18'
'V1368',"Hx-cong malform-skinms (begin 2010)",'0','18'
'V1369',"HX OTH CONG ANOM (Begin 1998)",'0','18'
'V137 ',"HX-PERINATAL PROBLEMS",'0','18'
'V138 ',"HX OF DISEASES NEC (end 2011)",'0','18'
