"dgns_cd","longdesc","shortdesc","version","fyear"
"E8317","Accident to watercraft causing other injury, occupant of military watercraft, any type","Boat acc inj NEC-militry",32,2015
"E8318","Accident to watercraft causing other injury to other specified person","Boat inj NEC-person NEC",32,2015
"E8319","Accident to watercraft causing other injury to unspecified person","Boat inj NEC-person NOS",32,2015
"E8320","Other accidental submersion or drowning in water transport accident injuring occupant of small boat, unpowered","Submers NEC-unpow boat",32,2015
"E8321","Other accidental submersion or drowning in water transport accident injuring occupant of small boat, powered","Submers NEC-power boat",32,2015
"E8322","Other accidental submersion or drowning in water transport accident injuring occupant of other watercraft -- crew","Submers NEC-crew",32,2015
"E8323","Other accidental submersion or drowning in water transport accident injuring occupant of other watercraft -- other than crew","Submers NEC-passenger",32,2015
"E8324","Other accidental submersion or drowning in water transport accident injuring water skier","Submers NEC-water skier",32,2015
"E8325","Other accidental submersion or drowning in water transport accident injuring swimmer","Submers NEC-swimmer",32,2015
"E8326","Other accidental submersion or drowning in water transport accident injuring dockers, stevedores","Submers NEC-docker",32,2015
"E8327","Other accidental submersion or drowning in water transport accident, occupant of military watercraft, any type","Submersion NEC-military",32,2015
"E8328","Other accidental submersion or drowning in water transport accident injuring other specified person","Submers NEC-person NEC",32,2015
"E8329","Other accidental submersion or drowning in water transport accident injuring unspecified person","Submers NEC-person NOS",32,2015
"E8330","Fall on stairs or ladders in water transport injuring occupant of small boat, unpowered","W/craft stair fall-unpow",32,2015
"E8331","Fall on stairs or ladders in water transport injuring occupant of small boat, powered","W/craft stair fall-power",32,2015
"E8332","Fall on stairs or ladders in water transport injuring occupant of other watercraft -- crew","Wtrcraft stair fall-crew",32,2015
"E8333","Fall on stairs or ladders in water transport injuring occupant of other watercraft -- other than crew","Wtrcraft stair fall-psgr",32,2015
"E8334","Fall on stairs or ladders in water transport injuring water skier","W/craft stair fall-skier",32,2015
"E8335","Fall on stairs or ladders in water transport injuring swimmer","W/craft stair fall-swim",32,2015
"E8336","Fall on stairs or ladders in water transport injuring dockers, stevedores","W/crf stair fall-docker",32,2015
"E8337","Fall on stairs or ladders in water transport, occupant of military watercraft, any type","W/crf stair fall-militry",32,2015
"E8338","Fall on stairs or ladders in water transport injuring other specified person","W/crf stair fall-per NEC",32,2015
"E8339","Fall on stairs or ladders in water transport injuring unspecified person","W/crf stair fall-per NOS",32,2015
"E8340","Other fall from one level to another in water transport injuring occupant of small boat, unpowered","W/craft fall NEC-unpow",32,2015
"E8341","Other fall from one level to another in water transport injuring occupant of small boat, powered","W/craft fall NEC-power",32,2015
"E8342","Other fall from one level to another in water transport injuring occupant of other watercraft -- crew","Watercraft fall NEC-crew",32,2015
"E8343","Other fall from one level to another in water transport injuring occupant of other watercraft -- other than crew","Wtrcraft fall NEC-pasngr",32,2015
"E8344","Other fall from one level to another in water transport injuring water skier","W/craft fall NEC-skier",32,2015
"E8345","Other fall from one level to another in water transport injuring swimmer","W/craft fall NEC-swim",32,2015
"E8346","Other fall from one level to another in water transport injuring dockers, stevedores","Wtrcraft fall NEC-docker",32,2015
"E8347","Other fall from one level to another in water transport, occupant of military watercraft, any type","W/crft fall NEC-military",32,2015
"E8348","Other fall from one level to another in water transport injuring other specified person","W/crft fall NEC-pers NEC",32,2015
"E8349","Other fall from one level to another in water transport injuring unspecified person","W/crft fall NEC-pers NOS",32,2015
"E8350","Other and unspecified fall in water transport injuring occupant of small boat, unpowered","W/craft fall NOS-unpow",32,2015
"E8351","Other and unspecified fall in water transport injuring occupant of small boat, powered","W/craft fall NOS-power",32,2015
"E8352","Other and unspecified fall in water transport injuring occupant of other watercraft -- crew","Wtrcraft fall NOS-crew",32,2015
"E8353","Other and unspecified fall in water transport injuring occupant of other watercraft -- other than crew","Wtrcraft fall NOS-pasngr",32,2015
"E8354","Other and unspecified fall in water transport injuring water skier","W/craft fall NOS-skier",32,2015
"E8355","Other and unspecified fall in water transport injuring swimmer","W/craft fall NOS-swim",32,2015
"E8356","Other and unspecified fall in water transport injuring dockers, stevedores","Wtrcraft fall NOS-docker",32,2015
"E8357","Other and unspecified fall in water transport, occupant of military watercraft, any type","W/crft fall NEC/NOS-mil",32,2015
"E8358","Other and unspecified fall in water transport injuring other specified person","W/crft fall NOS-pers NEC",32,2015
"E8359","Other and unspecified fall in water transport injuring unspecified person","W/crft fall NOS-pers NOS",32,2015
"E8360","Machinery accident in water transport injuring occupant of small boat, unpowered","Machine acc-unpow boat",32,2015
"E8361","Machinery accident in water transport injuring occupant of small boat, powered","Mach acc-occ power boat",32,2015
"E8362","Machinery accident in water transport injuring occupant of other watercraft -- crew","Machinery accident-crew",32,2015
"E8363","Machinery accident in water transport injuring occupant of other watercraft -- other than crew","Machinery acc-pasngr",32,2015
"E8364","Machinery accident in water transport injuring water skier","Machine accident-skier",32,2015
"E8365","Machinery accident in water transport injuring swimmer","Machine accident-swim",32,2015
"E8366","Machinery accident in water transport injuring dockers, stevedores","Machinery acc-docker",32,2015
"E8367","Machinery accident in water transport, occupant of military watercraft, any type","W/crft machine-military",32,2015
"E8368","Machinery accident in water transport injuring other specified person","Machinery acc-pers NEC",32,2015
"E8369","Machinery accident in water transport injuring unspecified person","Machinery acc-pers NOS",32,2015
"E8370","Explosion, fire, or burning in watercraft injuring occupant of small boat, unpowered","Explosion-occ unpow boat",32,2015
"E8371","Explosion, fire, or burning in watercraft injuring occupant of small boat, powered","Explosion-occ power boat",32,2015
"E8372","Explosion, fire, or burning in watercraft injuring occupant of other watercraft -- crew","Watercraft explos-crew",32,2015
"E8373","Explosion, fire, or burning in watercraft injuring occupant of other watercraft -- other than crew","Watercraft explos-pasngr",32,2015
"E8374","Explosion, fire, or burning in watercraft injuring water skier","Watercraft explos-skier",32,2015
"E8375","Explosion, fire, or burning in watercraft injuring swimmer","Watercraft explos-swim",32,2015
"E8376","Explosion, fire, or burning in watercraft injuring dockers, stevedores","Watercraft explos-docker",32,2015
"E8377","Explosion, fire, or burning in watercraft, occupant of military watercraft, any type","W/crft explosn-military",32,2015
"E8378","Explosion, fire, or burning in watercraft injuring other specified person","Watercraft expl-pers NEC",32,2015
"E8379","Explosion, fire, or burning in watercraft injuring unspecified person","Watercraft expl-pers NOS",32,2015
"E8380","Other and unspecified water transport accident injuring occupant of small boat, unpowered","Watercraft acc NEC-unpow",32,2015
"E8381","Other and unspecified water transport accident injuring occupant of small boat, powered","Watercraft acc NEC-power",32,2015
"E8382","Other and unspecified water transport accident injuring occupant of other watercraft -- crew","Watercraft acc NEC-crew",32,2015
"E8383","Other and unspecified water transport accident injuring occupant of other watercraft -- other than crew","Watercrft acc NEC-pasngr",32,2015
"E8384","Other and unspecified water transport accident injuring water skier","Watercraft acc NEC-skier",32,2015
"E8385","Other and unspecified water transport accident injuring swimmer","Watrcrft acc NEC-swimmer",32,2015
"E8386","Other and unspecified water transport accident injuring dockers, stevedores","Watercrft acc NEC-docker",32,2015
"E8387","Other and unspecified water transport accident, occupant of military watercraft, any type","W/crft-military NEC/NOS",32,2015
"E8388","Other and unspecified water transport accident injuring other specified person","Wtrcrft acc NEC-pers NEC",32,2015
"E8389","Other and unspecified water transport accident injuring unspecified person","Wtrcrft acc NEC-pers NOS",32,2015
"E8400","Accident to powered aircraft at takeoff or landing injuring occupant of spacecraft","Tk off/land-spcrft",32,2015
"E8401","Accident to powered aircraft at takeoff or landing injuring occupant of military aircraft, any","Tk off/land-milit craft",32,2015
"E8402","Accident to powered aircraft at takeoff or landing injuring crew of commercial aircraft (powered) in surface to surface transport","Tk off/land-crew aircrft",32,2015
"E8403","Accident to powered aircraft at takeoff or landing injuring other occupant of commercial aircraft (powered) in surface to surface transport","Tk off/land-psng aircrft",32,2015
"E8404","Accident to powered aircraft at takeoff or landing injuring occupant of commercial aircraft (powered) in surface to air transport","Tk off/land-comm crf NEC",32,2015
"E8405","Accident to powered aircraft at takeoff or landing injuring occupant of other powered aircraft","Tk off/land-aircraft NEC",32,2015
"E8406","Accident to powered aircraft at takeoff or landing injuring occupant of unpowered aircraft, except parachutist","Tk off/land-unp aircrft",32,2015
"E8407","Accident to powered aircraft at takeoff or landing injuring parachutist (military) (other)","Tk off/land-parachutist",32,2015
"E8408","Accident to powered aircraft at takeoff or landing injuring ground crew, airline employee","Tk off/land-ground crew",32,2015
"E8409","Accident to powered aircraft at takeoff or landing injuring other person","Tk off/land-pers NEC",32,2015
"E8410","Accident to powered aircraft, other and unspecified, injuring occupant of spacecraft","Pow aircraft acc-spcrft",32,2015
"E8411","Accident to powered aircraft, other and unspecified, injuring occupant of military aircraft, any","Power aircraft acc-milit",32,2015
"E8412","Accident to powered aircraft, other and unspecified, injuring crew of commercial aircraft (powered) in surface to surface transport","Power aircraft acc-crew",32,2015
"E8413","Accident to powered aircraft, other and unspecified, injuring other occupant of commercial aircraft (powered) in surface to surface transport","Power aircraft acc-psngr",32,2015
"E8414","Accident to powered aircraft, other and unspecified, injuring occupant of commercial aircraft (powered) in surface to air transport","Aircraf acc-occ comm NEC",32,2015
"E8415","Accident to powered aircraft, other and unspecified, injuring occupant of other powered aircraft","Oth powered aircraft acc",32,2015
"E8416","Accident to powered aircraft, other and unspecified, injuring occupant of unpowered aircraft, except parachutist","Pow airc acc-unp aircr",32,2015
"E8417","Accident to powered aircraft, other and unspecified, injuring parachutist (military) (other)","Aircraft acc-parachutist",32,2015
"E8418","Accident to powered aircraft, other and unspecified, injuring ground crew, airline employee","Aircraft acc-ground crew",32,2015
"E8419","Accident to powered aircraft, other and unspecified, injuring other person","Aircrft acc NOS-pers NEC",32,2015
"E8426","Accident to unpowered aircraft injuring occupant of unpowered aircraft, except parachutist","Unpower aircraft acc-occ",32,2015
"E8427","Accident to unpowered aircraft injuring parachutist (military) (other)","Unpow aircrf acc-chutist",32,2015
"E8428","Accident to unpowered aircraft injuring ground crew, airline employee","Unpow aircrf acc-gr crew",32,2015
"E8429","Accident to unpowered aircraft injuring other person","Unpow aircrf acc-per NEC",32,2015
"E8430","Fall in, on, or from aircraft injuring occupant of spacecraft","Fall-occ spacecraft",32,2015
"E8431","Fall in, on, or from aircraft injuring occupant of military aircraft, any","Fall-milit aircraft occp",32,2015
"E8432","Fall in, on, or from aircraft injuring crew of commercial aircraft (powered) in surface to surface transport","Fall-crew comm aircraft",32,2015
"E8433","Fall in, on, or from aircraft injuring other occupant of commercial aircraft (powered) in surface to surface transport","Fall-psng comm aircraft",32,2015
"E8434","Fall in, on, or from aircraft injuring occupant of commercial aircraft (powered) in surface to air transport","Fall-occ comm aircrf NEC",32,2015
"E8435","Fall in, on, or from aircraft injuring occupant of other powered aircraft","Fall-occup oth aircraft",32,2015
"E8436","Fall in, on, or from aircraft injuring occupant of unpowered aircraft, except parachutist","Fall-occ unpower aircraf",32,2015
"E8437","Fall in, on, or from aircraft injuring parachutist (military) (other)","Fall-parachutist",32,2015
"E8438","Fall in, on, or from aircraft injuring ground crew, airline employee","Aircrft fall-ground crew",32,2015
"E8439","Fall in, on, or from aircraft injuring other person","Aircraft fall-person NEC",32,2015
"E8440","Other specified air transport accidents injuring occupant of spacecraft","Aircrft acc NEC-spcrft",32,2015
"E8441","Other specified air transport accidents injuring occupant of military aircraft, any","Aircrft acc NEC-military",32,2015
"E8442","Other specified air transport accidents injuring crew of commercial aircraft (powered) in surface to surface transport","Aircrft acc NEC-crew",32,2015
"E8443","Other specified air transport accidents injuring other occupant of commercial aircraft (powered) in surface to surface transport","Aircrft acc NEC-pasngr",32,2015
"E8444","Other specified air transport accidents injuring occupant of commercial aircraft (powered) in surface to air transport","Aircrft acc NEC-comm NEC",32,2015
"E8445","Other specified air transport accidents injuring occupant of other powered aircraft","Aircrft acc NEC-occp NEC",32,2015
"E8446","Other specified air transport accidents injuring occupant of unpowered aircraft, except parachutist","Aircr acc NEC-unp aircr",32,2015
"E8447","Other specified air transport accidents injuring parachutist (military) (other)","Aircrft acc-parachutist",32,2015
"E8448","Other specified air transport accidents injuring ground crew, airline employee","Aircrft acc NEC-grd crew",32,2015
"E8449","Other specified air transport accidents injuring other person","Aircrft acc NEC-pers NEC",32,2015
"E8450","Accident involving spacecraft injuring occupant of spacecraft","Spacecraft acc-occupant",32,2015
"E8458","Accident involving spacecraft injuring ground crew, airline employee","Spacecraft acc-grnd crew",32,2015
"E8459","Accident involving spacecraft injuring other person","Spacecraft acc-pers NEC",32,2015
"E846","Accidents involving powered vehicles used solely within the buildings and premises of industrial or commercial establishment","Indus veh acc on premise",32,2015
"E847","Accidents involving cable cars not running on rails","Cabl car acc not on rail",32,2015
"E848","Accidents involving other vehicles, not elsewhere classifiable","Oth vehicle acc NEC",32,2015
"E8490","Home accidents","Accident in home",32,2015
"E8491","Farm accidents","Accident on farm",32,2015
"E8492","Mine and quarry accidents","Accident in mine/quarry",32,2015
"E8493","Accidents occurring in industrial places and premises","Acc on industr premises",32,2015
"E8494","Accidents occurring in place for recreation and sport","Accid in recreation area",32,2015
"E8495","Street and highway accidents","Accid on street/highway",32,2015
"E8496","Accidents occurring in public building","Accident in public bldg",32,2015
"E8497","Accidents occurring in residential institution","Accid in resident instit",32,2015
"E8498","Accidents occurring in other specified places","Accident in place NEC",32,2015
"E8499","Accidents occurring in unspecified place","Accident in place NOS",32,2015
"E8500","Accidental poisoning by heroin","Acc poison-heroin",32,2015
"E8501","Accidental poisoning by methadone","Acc poison-methadone",32,2015
"E8502","Accidental poisoning by other opiates and related narcotics","Acc poison-opiates NEC",32,2015
"E8503","Accidental poisoning by salicylates","Acc poison-salicylates",32,2015
"E8504","Accidental poisoning by aromatic analgesics, not elsewhere classified","Acc poison-arom analgesc",32,2015
"E8505","Accidental poisoning by pyrazole derivatives","Acc poison-pyrazole derv",32,2015
"E8506","Accidental poisoning by antirheumatics (antiphlogistics)","Acc poison-antirheumatic",32,2015
"E8507","Accidental poisoning by other non-narcotic analgesics","Acc poison-nonnarc analg",32,2015
"E8508","Accidental poisoning by other specified analgesics and antipyretics","Acc poison-analgesic NEC",32,2015
"E8509","Accidental poisoning by unspecified analgesic or antipyretic","Acc poison-analgesic NOS",32,2015
"E851","Accidental poisoning by barbiturates","Acc poison-barbiturates",32,2015
"E8520","Accidental poisoning by chloral hydrate group","Acc poisn-chlorl hydrate",32,2015
"E8521","Accidental poisoning by paraldehyde","Acc poison-paraldehyde",32,2015
"E8522","Accidental poisoning by bromine compounds","Acc poison-bromine cmpnd",32,2015
"E8523","Accidental poisoning by methaqualone compounds","Acc poison-methaqualone",32,2015
"E8524","Accidental poisoning by glutethimide group","Acc poison-glutethimide",32,2015
"E8525","Accidental poisoning by mixed sedatives, not elsewhere classified","Acc poison-mix sedtv NEC",32,2015
"E8528","Accidental poisoning by other specified sedatives and hypnotics","Acc poison-sedatives NEC",32,2015
"E8529","Accidental poisoning by unspecified sedative or hypnotic","Acc poison-sedatives NOS",32,2015
"E8530","Accidental poisoning by phenothiazine-based tranquilizers","Acc pois-phenthiaz tranq",32,2015
"E8531","Accidental poisoning by butyrophenone-based tranquilizers","Acc pois-butyrphen tranq",32,2015
"E8532","Accidental poisoning by benzodiazepine-based tranquilizers","Acc poisn-benzdiaz tranq",32,2015
"E8538","Accidental poisoning by other specified tranquilizers","Acc poisn-tranquilzr NEC",32,2015
"E8539","Accidental poisoning by unspecified tranquilizer","Acc poisn-tranquilzr NOS",32,2015
"E8540","Accidental poisoning by antidepressants","Acc poison-antidepressnt",32,2015
"E8541","Accidental poisoning by psychodysleptics [hallucinogens]","Acc poison-hallucinogens",32,2015
"E8542","Accidental poisoning by psychostimulants","Acc poisn-psychstimulant",32,2015
"E8543","Accidental poisoning by central nervous system stimulants","Acc poison-cns stimulant",32,2015
"E8548","Accidental poisoning by other psychotropic agents","Acc poisn psychotrop NEC",32,2015
"E8550","Accidental poisoning by anticonvulsant and anti-parkinsonism drugs","Acc poisn-anticonvulsant",32,2015
"E8551","Accidental poisoning by other central nervous system depressants","Acc poisn-cns depres NEC",32,2015
"E8552","Accidental poisoning by local anesthetics","Acc poisn-local anesthet",32,2015
"E8553","Accidental poisoning by parasympathomimetics [cholinergics]","Acc poison-cholinergics",32,2015
"E8554","Accidental poisoning by parasympatholytics [anticholinergics and antimuscarinics] and spasmolytics","Acc poisn-anticholinerg",32,2015
"E8555","Accidental poisoning by sympathomimetics [adrenergics]","Acc poison-adrenergics",32,2015
"E8556","Accidental poisoning by sympatholytics [antiadrenergics]","Acc poisn-sympatholytics",32,2015
"E8558","Accidental poisoning by other specified drugs acting on central and autonomic nervous systems","Acc poison-cns drug NEC",32,2015
"E8559","Accidental poisoning by unspecified drug acting on central and autonomic nervous systems","Acc poison-cns drug NOS",32,2015
"E856","Accidental poisoning by antibiotics","Acc poison-antibiotics",32,2015
"E857","Accidental poisoning by other anti-infectives","Acc pois-oth anti-infect",32,2015
"E8580","Accidental poisoning by hormones and synthetic substitutes","Acc poison-hormones",32,2015
"E8581","Accidental poisoning by primarily systemic agents","Acc poisn-systemic agent",32,2015
"E8582","Accidental poisoning by agents primarily affecting blood constituents","Acc poison-blood agent",32,2015
"E8583","Accidental poisoning by agents primarily affecting cardiovascular system","Acc poisn-cardiovasc agt",32,2015
"E8584","Accidental poisoning by agents primarily affecting gastrointestinal system","Acc poison-gi agent",32,2015
"E8585","Accidental poisoning by water, mineral, and uric acid metabolism drugs","Acc poisn-metabol agnt",32,2015
"E8586","Accidental poisoning by agents primarily acting on the smooth and skeletal muscles and respiratory system","Acc poisn-muscl/resp agt",32,2015
"E8587","Accidental poisoning by agents primarily affecting skin and mucous membrane, ophthalmological, otorhinolaryngological, and dental drugs","Acc poisn-skin/eent agnt",32,2015
"E8588","Accidental poisoning by other specified drugs","Acc poisoning-drug NEC",32,2015
"E8589","Accidental poisoning by unspecified drug","Acc poisoning-drug NOS",32,2015
"E8600","Accidental poisoning by alcoholic beverages","Acc poisn-alcohol bevrag",32,2015
"E8601","Accidental poisoning by other and unspecified ethyl alcohol and its products","Acc poison-ethyl alcohol",32,2015
"E8602","Accidental poisoning by methyl alcohol","Acc poisn-methyl alcohol",32,2015
"E8603","Accidental poisoning by isopropyl alcohol","Acc poisn-isopropyl alc",32,2015
"E8604","Accidental poisoning by fusel oil","Acc poison-fusel oil",32,2015
"E8608","Accidental poisoning by other specified alcohols","Acc poison-alcohol NEC",32,2015
"E8609","Accidental poisoning by unspecified alcohol","Acc poison-alcohol NOS",32,2015
"E8610","Accidental poisoning by synthetic detergents and shampoos","Acc pois-synth detergent",32,2015
"E8611","Accidental poisoning by soap products","Acc poison-soap products",32,2015
"E8612","Accidental poisoning by polishes","Acc poison-polishes",32,2015
"E8613","Accidental poisoning by other cleansing and polishing agents","Acc poison-cleanser NEC",32,2015
"E8614","Accidental poisoning by disinfectants","Acc poison-disinfectants",32,2015
"E8615","Accidental poisoning by lead paints","Acc poison-lead paints",32,2015
"E8616","Accidental poisoning by other paints and varnishes","Acc poison-paints NEC",32,2015
"E8619","Accidental poisoning by unspecified cleansing and polishing agents, disinfectants, paints, and varnishes","Acc poison-cleanser NOS",32,2015
"E8620","Accidental poisoning by petroleum solvents","Acc poisn-petrol solvent",32,2015
"E8621","Accidental poisoning by petroleum fuels and cleaners","Acc poisn-petroleum fuel",32,2015
"E8622","Accidental poisoning by lubricating oils","Acc pois-lubricating oil",32,2015
"E8623","Accidental poisoning by petroleum solids","Acc pois-petroleum solid",32,2015
"E8624","Accidental poisoning by other specified solvents, not elsewhere classified","Acc poisn-solvents NEC",32,2015
"E8629","Accidental poisoning by unspecified solvent, not elsewhere classified","Acc poisn-solvent NOS",32,2015
"E8630","Accidental poisoning by insecticides of organochlorine compounds","Acc pois-chlorine pestic",32,2015
"E8631","Accidental poisoning by insecticides of organophosphorus compounds","Acc pois-phosph pesticid",32,2015
"E8632","Accidental poisoning by carbamates","Acc poison-carbamates",32,2015
"E8633","Accidental poisoning by mixtures of insecticides","Acc poisn-mixed pesticid",32,2015
"E8634","Accidental poisoning by other and unspecified insecticides","Acc poison-pesticide NEC",32,2015
"E8635","Accidental poisoning by herbicides","Acc poison-herbicides",32,2015
"E8636","Accidental poisoning by fungicides","Acc poison-fungicides",32,2015
"E8637","Accidental poisoning by rodenticides","Acc poison-rodenticides",32,2015
"E8638","Accidental poisoning by fumigants","Acc poison-fumigants",32,2015
"E8639","Accidental poisoning by other and unspecified agricultural and horticultural chemical and pharmaceutical preparations other than plant foods and fertilizers","Acc pois-agrcult NEC/NOS",32,2015
"E8640","Accidental poisoning by corrosive aromatics not elsewhere classified","Acc pois-corrosiv aromat",32,2015
"E8641","Accidental poisoning by acids not elsewhere classified","Acc poison-acids",32,2015
"E8642","Accidental poisoning by caustic alkalis not elsewhere classified","Acc poisn-caustic alkali",32,2015
"E8643","Accidental poisoning by other specified corrosives and caustics not elsewhere classified","Acc poison-caustic NEC",32,2015
"E8644","Accidental poisoning by unspecified corrosives and caustics not elsewhere classified","Acc poison-caustic NOS",32,2015
"E8650","Accidental poisoning by meat","Acc poison-meat",32,2015
"E8651","Accidental poisoning by shellfish","Acc poison-shellfish",32,2015
"E8652","Accidental poisoning from other fish","Acc poison-fish NEC",32,2015
"E8653","Accidental poisoning from berries and seeds","Acc poison-berries/seeds",32,2015
"E8654","Accidental poisoning from other specified plants","Acc poison-plants NEC",32,2015
"E8655","Accidental poisoning from mushrooms and other fungi","Acc poison-mushrooms",32,2015
"E8658","Accidental poisoning from other specified foods","Acc poison-food NEC",32,2015
"E8659","Accidental poisoning from unspecified foodstuff or poisonous plant","Acc poisn-food/plant NOS",32,2015
"E8660","Accidental poisoning by lead and its compounds and fumes","Acc poisoning-lead",32,2015
"E8661","Accidental poisoning by mercury and its compounds and fumes","Acc poisoning-mercury",32,2015
"E8662","Accidental poisoning by antimony and its compounds and fumes","Acc poisoning-antimony",32,2015
"E8663","Accidental poisoning by arsenic and its compounds and fumes","Acc poisoning-arsenic",32,2015
"E8664","Accidental poisoning by other metals and their compounds and fumes","Acc poison-metals NEC",32,2015
"E8665","Accidental poisoning by plant foods and fertilizers","Acc poison-plant food",32,2015
"E8666","Accidental poisoning by glues and adhesives","Acc poison-glues",32,2015
"E8667","Accidental poisoning by cosmetics","Acc poison-cosmetics",32,2015
"E8668","Accidental poisoning by other specified solid or liquid substances","Acc pois-solid/liq NEC",32,2015
"E8669","Accidental poisoning by unspecified solid or liquid substance","Acc pois-solid/liq NOS",32,2015
"E867","Accidental poisoning by gas distributed by pipeline","Acc poison-piped gas",32,2015
"E8680","Accidental poisoning by liquefied petroleum gas distributed in mobile containers","Acc pois-liq petrol gas",32,2015
"E8681","Accidental poisoning by other and unspecified utility gas","Acc pois-utl gas NEC/NOS",32,2015
"E8682","Accidental poisoning by motor vehicle exhaust gas","Acc poison-exhaust gas",32,2015
"E8683","Accidental poisoning by carbon monoxide from incomplete combustion of other domestic fuels","Acc pois-co/domestc fuel",32,2015
"E8688","Accidental poisoning by carbon monoxide from other sources","Acc pois-carbn monox NEC",32,2015
"E8689","Accidental poisoning by unspecified carbon monoxide","Acc pois-carbn monox NOS",32,2015
"E8690","Accidental poisoning by nitrogen oxides","Acc poisn-nitrogen oxide",32,2015
"E8691","Accidental poisoning by sulfur dioxide","Acc poisn-sulfur dioxide",32,2015
"E8692","Accidental poisoning by freon","Acc poison-freon",32,2015
"E8693","Accidental poisoning by lacrimogenic gas [tear gas]","Acc poison-tear gas",32,2015
"E8694","Second hand tobacco smoke","Scndhnd tbcco smoke",32,2015
"E8698","Accidental poisoning by other specified gases and vapors","Acc poison-gas/vapor NEC",32,2015
"E8699","Accidental poisoning by unspecified gases and vapors","Acc poison-gas/vapor NOS",32,2015
"E8700","Accidental cut, puncture, perforation or hemorrhage during surgical operation","Acc cut/hem in surgery",32,2015
"E8701","Accidental cut, puncture, perforation or hemorrhage during infusion or transfusion","Acc cut/hem in infusion",32,2015
"E8702","Accidental cut, puncture, perforation or hemorrhage during kidney dialysis or other perfusion","Acc cut/hem-perfusn NEC",32,2015
"E8703","Accidental cut, puncture, perforation or hemorrhage during injection or vaccination","Acc cut/hem in injection",32,2015
"E8704","Accidental cut, puncture, perforation or hemorrhage during endoscopic examination","Acc cut/hem w scope exam",32,2015
"E8705","Accidental cut, puncture, perforation or hemorrhage during aspiration of fluid or tissue, puncture, and catheterization","Acc cut/hem w catheteriz",32,2015
"E8706","Accidental cut, puncture, perforation or hemorrhage during heart catheterization","Acc cut/hem w heart cath",32,2015
"E8707","Accidental cut, puncture, perforation or hemorrhage during administration of enema","Acc cut/hem w enema",32,2015
"E8708","Accidental cut, puncture, perforation or hemorrhage during other specified medical care","Acc cut in med care NEC",32,2015
"E8709","Accidental cut, puncture, perforation or hemorrhage during unspecified medical care","Acc cut in med care NOS",32,2015
"E8710","Foreign object left in body during surgical operation","Post-surgical forgn body",32,2015
"E8711","Foreign object left in body during infusion or transfusion","Postinfusion foreign bdy",32,2015
"E8712","Foreign object left in body during kidney dialysis or other perfusion","Postperfusion forgn body",32,2015
"E8713","Foreign object left in body during injection or vaccination","Postinjection forgn body",32,2015
"E8714","Foreign object left in body during endoscopic examination","Postendoscopy forgn body",32,2015
"E8715","Foreign object left in body during aspiration of fluid or tissue, puncture, and catheterization","Postcatheter forgn body",32,2015
"E8716","Foreign object left in body during heart catheterization","FB post heart catheter",32,2015
"E8717","Foreign object left in body during removal of catheter or packing","FB post-catheter removal",32,2015
"E8718","Foreign object left in body during other specified procedures","Post-op foreign body NEC",32,2015
"E8719","Foreign object left in body during unspecified procedure","Post-op foreign body NOS",32,2015
"E8720","Failure of sterile precautions during surgical operation","Failure sterile surgery",32,2015
"E8721","Failure of sterile precautions during infusion or transfusion","Failure sterile infusion",32,2015
"E8722","Failure of sterile precautions during kidney dialysis and other perfusion","Fail sterile perfusn NEC",32,2015
"E8723","Failure of sterile precautions during injection or vaccination","Fail sterile injection",32,2015
"E8724","Failure of sterile precautions during endoscopic examination","Fail sterile endoscopy",32,2015
"E8725","Failure of sterile precautions during aspiration of fluid or tissue, puncture, and catheterization","Fail sterile catheter",32,2015
"E8726","Failure of sterile precautions during heart catheterization","Fail sterile heart cath",32,2015
"E8728","Failure of sterile precautions during other specified procedures","Fail sterile proced NEC",32,2015
"E8729","Failure of sterile precautions during unspecified procedure","Fail sterile proced NOS",32,2015
"E8730","Excessive amount of blood or other fluid during transfusion or infusion","Excess fluid in infusion",32,2015
"E8731","Incorrect dilution of fluid during infusion","Incor dilut infusn fluid",32,2015
"E8732","Overdose of radiation in therapy","Therap radiation overdos",32,2015
"E8733","Inadvertent exposure of patient to radiation during medical care","Inadv radiat exp-medical",32,2015
"E8734","Failure in dosage in electroshock or insulin-shock therapy","Dosag fail-shock therapy",32,2015
"E8735","Inappropriate [too hot or too cold] temperature in local application and packing","Wrng temp in applic/pack",32,2015
"E8736","Nonadministration of necessary drug or medicinal substance","Nonadmin necess medicine",32,2015
"E8738","Other specified failure in dosage","Failure in dosage NEC",32,2015
"E8739","Unspecified failure in dosage","Failure in dosage NOS",32,2015
"E8740","Mechanical failure of instrument or apparatus during surgical operation","Instrmnt fail in surgery",32,2015
"E8741","Mechanical failure of instrument or apparatus during infusion and transfusion","Instrumnt fail-infusion",32,2015
"E8742","Mechanical failure of instrument or apparatus during kidney dialysis and other perfusion","Instrmnt fail-perfus NEC",32,2015
"E8743","Mechanical failure of instrument or apparatus during endoscopic examination","Instrumnt fail-endoscopy",32,2015
"E8744","Mechanical failure of instrument or apparatus during aspiration of fluid or tissue, puncture, and catheterization","Instrmnt fail-catheteriz",32,2015
"E8745","Mechanical failure of instrument or apparatus during heart catheterization","Instrmnt fail-heart cath",32,2015
"E8748","Mechanical failure of instrument or apparatus during other specified procedures","Instrmnt fail-proced NEC",32,2015
"E8749","Mechanical failure of instrument or apparatus during unspecified procedure","Instrmnt fail-proced NOS",32,2015
